vendorid,pickup_datetime,dropoff_datetime,Store_and_fwd_flag,rate_code,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Improvement_surcharge,Total_amount,Payment_type,Trip_type
1,06/05/2015 06:20:55 PM,06/05/2015 06:36:41 PM,N,1,-73.97382354736328,40.69321441650391,-73.94538116455078,40.68162536621094,1,2.4,11.5,1.0,0.5,0.0,0.0,,0.3,13.3,2,1.0
2,08/29/2015 07:36:44 PM,08/29/2015 07:52:12 PM,N,1,-73.8709259033203,40.733978271484375,-73.87488555908203,40.74991226196289,1,1.51,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2,1.0
2,04/17/2015 03:54:32 PM,04/17/2015 03:57:49 PM,N,1,-73.947998046875,40.796283721923835,-73.95764923095702,40.80046081542969,1,0.55,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
2,02/17/2015 12:10:25 PM,02/17/2015 12:15:23 PM,N,1,-73.9423828125,40.82305145263672,-73.93991088867188,40.81557083129882,1,0.92,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
1,04/02/2015 03:58:22 AM,04/02/2015 04:13:14 AM,N,1,-73.8717269897461,40.74910736083984,-73.92119598388672,40.710052490234375,1,4.9,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,2,1.0
2,06/08/2015 12:23:18 AM,06/08/2015 12:36:15 AM,N,1,-73.88451385498048,40.747596740722656,-73.92054748535155,40.738677978515625,1,2.47,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,2,1.0
1,08/13/2015 11:19:22 AM,08/13/2015 11:29:47 AM,N,1,-73.85191345214845,40.834014892578125,-73.86511993408203,40.81892395019531,1,1.8,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
2,06/21/2015 07:34:16 PM,06/21/2015 07:46:54 PM,N,1,-73.95616149902342,40.683418273925774,-73.93550872802734,40.6851806640625,1,1.36,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2,1.0
1,12/30/2015 02:41:49 PM,12/30/2015 02:48:38 PM,N,1,-73.87608337402342,40.74846267700195,-73.87169647216798,40.75871658325195,1,1.0,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
2,11/01/2015 07:24:47 PM,11/01/2015 07:47:55 PM,N,1,-73.89163208007811,40.746673583984375,-73.83694458007811,40.718074798583984,1,8.39,26.0,0.0,0.5,0.0,0.0,,0.3,26.8,2,1.0
2,06/23/2015 04:02:24 PM,06/23/2015 04:47:10 PM,N,1,-73.94093322753906,40.80275344848633,-73.98566436767578,40.749732971191406,1,4.56,27.5,1.0,0.5,0.0,0.0,,0.3,29.3,2,1.0
1,08/15/2015 11:51:27 AM,08/15/2015 12:15:20 PM,N,1,-73.91777801513672,40.76998519897461,-73.78243255615233,40.64484786987305,1,13.5,36.5,0.0,0.5,4.0,0.0,,0.3,41.3,1,1.0
2,04/30/2015 07:13:59 PM,04/30/2015 07:34:28 PM,N,1,-73.95603942871092,40.719341278076165,-73.97805023193358,40.752586364746094,1,4.05,17.0,1.0,0.5,0.0,5.54,,0.3,24.34,2,1.0
2,07/27/2015 02:26:56 AM,07/27/2015 02:38:51 AM,N,1,-73.96123504638672,40.714603424072266,-73.96806335449217,40.68447113037109,1,2.88,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,2,1.0
2,02/11/2015 10:29:32 AM,02/11/2015 10:35:39 AM,N,1,-73.93904876708984,40.821590423583984,-73.92579650878906,40.8274803161621,1,1.14,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1,1.0
2,01/15/2015 10:30:25 AM,01/15/2015 10:47:55 AM,N,1,-73.99492645263672,40.689002990722656,-73.98725128173827,40.70256042480469,3,1.6,12.0,0.0,0.5,3.0,0.0,,0.3,15.8,1,1.0
2,03/15/2015 01:33:32 AM,03/15/2015 01:46:56 AM,N,1,-73.95796203613281,40.72985076904297,-73.95134735107422,40.75948333740234,1,3.59,13.0,0.5,0.5,3.0,0.0,,0.3,17.3,1,1.0
2,03/11/2015 02:52:45 AM,03/11/2015 03:01:22 AM,N,1,-73.95582580566406,40.71963882446289,-73.93587493896483,40.707130432128906,1,1.85,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
2,12/05/2015 11:14:01 PM,12/05/2015 11:20:35 PM,N,1,-73.95023345947266,40.71108627319336,-73.93949127197266,40.69997024536133,5,1.14,6.5,0.5,0.5,1.0,0.0,,0.3,8.8,1,1.0
2,12/16/2015 06:39:58 PM,12/16/2015 06:56:37 PM,N,1,-73.9303436279297,40.651973724365234,-73.95314025878906,40.6735954284668,1,2.71,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,2,1.0
2,03/20/2015 05:43:18 PM,03/20/2015 06:02:36 PM,N,1,-73.90205383300781,40.8316764831543,-73.94306182861328,40.81028366088867,1,3.32,14.5,1.0,0.5,3.26,0.0,,0.3,19.56,1,1.0
2,01/31/2015 09:27:50 PM,01/31/2015 09:34:39 PM,N,1,-73.98001098632812,40.66878128051758,-73.98149108886719,40.67768096923828,1,1.08,6.0,0.5,0.5,1.46,0.0,,0.3,8.76,1,1.0
2,12/06/2015 03:03:57 AM,12/06/2015 03:08:55 AM,N,1,-73.93925476074217,40.841529846191406,-73.94056701660156,40.850391387939446,1,0.78,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1,1.0
2,12/11/2015 04:37:03 PM,12/11/2015 05:05:47 PM,N,1,-73.95683288574217,40.74787521362305,-73.86495971679686,40.77051544189453,1,8.34,27.0,1.0,0.5,5.76,0.0,,0.3,34.56,1,1.0
2,07/14/2015 07:18:57 PM,07/14/2015 08:11:20 PM,N,2,-73.99594116210938,40.64003753662109,-73.87525939941406,40.644866943359375,2,26.72,52.0,0.0,0.5,0.0,0.0,,0.3,52.8,2,1.0
2,02/03/2015 08:55:28 AM,02/03/2015 09:06:31 AM,N,1,-73.94564056396483,40.79021453857422,-73.91058349609375,40.80387115478516,1,2.64,10.5,0.0,0.5,2.1,0.0,,0.0,13.1,1,1.0
2,08/20/2015 10:00:20 AM,08/20/2015 10:15:11 AM,N,1,-73.94361877441406,40.788928985595696,-73.9768295288086,40.7391014099121,1,4.32,16.0,0.0,0.5,3.0,0.0,,0.3,19.8,1,1.0
1,10/16/2015 09:30:12 PM,10/16/2015 09:52:36 PM,N,1,-73.95811462402342,40.68167495727539,-73.92269134521484,40.69901657104492,1,3.5,16.0,0.5,0.5,3.45,0.0,,0.3,20.75,1,1.0
2,04/23/2015 08:11:41 PM,04/23/2015 08:29:24 PM,N,1,-73.94009399414062,40.82118225097656,-73.86560821533203,40.92032623291016,1,8.77,25.0,0.5,0.5,0.0,0.0,,0.3,26.3,2,1.0
2,04/19/2015 03:05:49 PM,04/19/2015 03:08:03 PM,N,1,-73.9515380859375,40.79011917114258,-73.94259643554686,40.80314636230469,1,0.78,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
2,12/13/2015 01:49:21 AM,12/13/2015 01:52:32 AM,N,1,-73.8320770263672,40.71525955200195,-73.8143310546875,40.7183837890625,1,1.04,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0
2,08/05/2015 06:49:12 AM,08/05/2015 06:53:22 AM,N,1,-73.9529037475586,40.810455322265625,-73.96199798583984,40.80563354492188,1,0.78,5.0,0.0,0.5,1.0,0.0,,0.3,6.8,1,1.0
2,02/20/2015 11:31:37 AM,02/20/2015 11:58:42 AM,N,1,-73.92536926269531,40.768802642822266,-73.79641723632812,40.70323944091797,1,10.59,33.0,0.0,0.5,0.0,0.0,,0.3,33.8,2,1.0
2,02/22/2015 01:16:21 AM,02/22/2015 01:27:35 AM,N,1,-73.98786926269531,40.66728973388672,-73.95658111572266,40.657508850097656,2,2.69,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,2,1.0
2,06/08/2015 09:57:44 AM,06/08/2015 10:10:57 AM,N,5,-73.8870391845703,40.82345199584961,-73.90833282470702,40.80974960327149,1,1.64,10.0,0.0,0.0,0.0,0.0,,0.0,10.0,1,2.0
2,05/01/2015 12:02:23 AM,05/01/2015 12:27:55 AM,N,1,-73.9621353149414,40.71319580078125,-74.00187683105469,40.739551544189446,5,4.14,19.5,0.5,0.5,1.5,0.0,,0.3,22.3,1,1.0
2,10/06/2015 04:41:55 PM,10/06/2015 04:58:48 PM,N,1,-73.8912353515625,40.82080459594727,-73.82722473144531,40.8531379699707,1,5.52,19.5,1.0,0.5,4.26,0.0,,0.3,25.56,1,1.0
1,12/02/2015 08:19:12 PM,12/02/2015 08:40:39 PM,N,1,-73.95755767822266,40.721439361572266,-73.91864776611328,40.767574310302734,1,4.4,18.0,0.5,0.5,4.8,0.0,,0.3,24.1,1,1.0
2,12/21/2015 06:39:16 PM,12/21/2015 06:49:55 PM,N,1,-73.94022369384764,40.84067535400391,-73.94954681396483,40.82368850708008,1,1.49,9.0,1.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
2,01/11/2015 05:19:52 PM,01/11/2015 05:28:52 PM,N,1,-73.94932556152342,40.78499603271485,-73.96453857421875,40.76897811889648,1,1.51,8.0,0.0,0.5,1.0,0.0,,0.3,9.8,1,1.0
2,11/11/2015 12:54:23 PM,11/11/2015 12:58:27 PM,N,1,-73.90601348876953,40.7528076171875,-73.89636993408203,40.74640274047852,1,0.75,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2,01/31/2015 03:32:37 AM,01/31/2015 03:40:58 AM,N,1,-73.88414001464844,40.74747848510742,-73.85160064697266,40.75049591064453,5,1.85,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
2,03/14/2015 01:31:53 AM,03/14/2015 01:43:30 AM,N,1,-73.95172882080078,40.714893341064446,-73.94855499267578,40.69236755371094,1,2.5,11.0,0.5,0.5,2.46,0.0,,0.3,14.76,1,1.0
2,01/11/2015 08:57:38 PM,01/11/2015 09:12:22 PM,N,1,-73.9866943359375,40.70241165161133,-73.98282623291014,40.66327667236328,1,3.31,13.5,0.5,0.5,2.8,0.0,,0.3,17.6,1,1.0
2,09/17/2015 06:53:30 PM,09/17/2015 06:56:52 PM,N,1,-73.98246002197266,40.66588592529297,-73.97799682617188,40.66852951049805,1,0.37,4.0,1.0,0.5,1.16,0.0,,0.3,6.96,1,1.0
1,05/12/2015 10:49:32 AM,05/12/2015 10:52:11 AM,N,1,-73.94915771484375,40.80282211303711,-73.94864654541014,40.808399200439446,1,0.5,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
1,05/02/2015 04:13:03 AM,05/02/2015 04:26:57 AM,N,1,-73.92908477783203,40.68299865722656,-73.9548568725586,40.645069122314446,2,4.1,14.5,0.5,0.5,0.0,0.0,,0.3,15.8,1,1.0
1,10/24/2015 02:27:37 PM,10/24/2015 02:33:03 PM,N,1,-73.9946060180664,40.689849853515625,-73.9973373413086,40.68354415893555,1,0.9,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
1,06/28/2015 10:20:11 AM,06/28/2015 10:24:13 AM,N,1,-73.97882843017578,40.68387222290039,-73.98446655273438,40.67170333862305,1,1.0,5.5,0.0,0.5,1.25,0.0,,0.3,7.55,1,1.0
2,10/12/2015 05:10:19 PM,10/12/2015 05:26:19 PM,N,1,-73.98011016845702,40.676849365234375,-73.9413070678711,40.67816925048828,1,2.38,12.5,0.0,0.5,2.66,0.0,,0.3,15.96,1,1.0
2,01/12/2015 06:02:36 PM,01/12/2015 06:05:02 PM,N,1,-73.90347290039062,40.745635986328125,-73.90113830566406,40.75055694580078,5,0.34,4.0,1.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2,10/01/2015 01:51:41 AM,10/01/2015 02:07:57 AM,N,1,-73.89141845703125,40.74668884277344,-73.84474945068358,40.7801513671875,1,8.1,25.0,0.5,0.5,0.0,0.0,,0.3,26.3,2,1.0
1,05/16/2015 05:32:31 PM,05/16/2015 05:36:09 PM,N,1,-73.9416732788086,40.81831741333008,-73.94818878173827,40.80922317504882,1,0.7,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
1,01/22/2015 08:07:56 PM,01/22/2015 08:19:45 PM,N,1,-73.8709716796875,40.73400115966797,-73.88905334472656,40.75126266479492,1,1.7,9.5,0.5,0.5,3.0,0.0,,0.3,13.8,1,1.0
1,10/20/2015 03:29:26 PM,10/20/2015 03:29:26 PM,N,1,-73.99063110351561,40.6932029724121,0.0,0.0,1,0.0,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
2,08/23/2015 07:33:12 PM,08/23/2015 07:37:05 PM,N,1,-73.98181915283203,40.67945098876953,-73.98546600341797,40.67047882080078,1,0.73,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2,07/31/2015 06:29:03 PM,07/31/2015 06:35:33 PM,N,1,-73.92583465576173,40.76215362548828,-73.9173812866211,40.76091766357422,1,0.43,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
2,01/01/2015 04:42:53 PM,01/01/2015 05:00:16 PM,N,1,-73.94972991943358,40.680488586425774,-73.9578399658203,40.63899612426758,1,3.78,15.0,0.0,0.5,2.52,0.0,,0.3,18.32,1,1.0
1,06/18/2015 03:00:57 PM,06/18/2015 03:08:03 PM,N,1,-73.86531066894531,40.753093719482415,-73.88681793212889,40.749488830566406,1,1.5,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
2,12/06/2015 08:04:48 PM,12/06/2015 08:20:24 PM,N,1,-73.9387969970703,40.80511474609375,-73.95927429199219,40.76750183105469,1,3.1,13.0,0.5,0.5,2.5,0.0,,0.3,16.8,1,1.0
1,06/02/2015 05:22:18 PM,06/02/2015 05:51:42 PM,N,1,-73.9452896118164,40.83360290527344,-74.00411224365233,40.720924377441406,1,9.4,30.0,1.0,0.5,0.0,0.0,,0.3,31.8,2,1.0
2,12/13/2015 11:01:49 AM,12/13/2015 11:06:11 AM,N,1,-73.8789520263672,40.75031661987305,-73.88473510742188,40.75201797485352,1,0.68,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2,07/08/2015 08:38:09 AM,07/08/2015 08:50:12 AM,N,1,-73.84444427490233,40.721412658691406,-73.83074951171875,40.7608757019043,1,4.2,14.5,0.0,0.5,1.7,0.0,,0.3,17.0,1,1.0
2,03/20/2015 09:22:00 AM,03/20/2015 10:15:59 AM,N,2,-73.94335174560547,40.81039810180664,-73.78276824951173,40.643951416015625,1,17.74,52.0,0.0,0.5,11.63,5.33,,0.3,69.76,1,1.0
2,09/05/2015 08:16:36 PM,09/05/2015 08:23:40 PM,N,1,-73.93891906738281,40.67488861083984,-73.91698455810547,40.671417236328125,1,1.28,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
2,01/11/2015 04:35:46 PM,01/11/2015 04:53:05 PM,N,1,-73.93159484863281,40.76547622680664,-73.96813201904298,40.76255035400391,1,2.97,13.5,0.0,0.5,2.7,0.0,,0.3,17.0,1,1.0
2,08/02/2015 04:31:41 PM,08/02/2015 04:53:30 PM,N,1,-73.95207214355469,40.72084045410156,-73.99490356445312,40.67841339111328,1,6.37,20.0,0.0,0.5,4.16,0.0,,0.3,24.96,1,1.0
2,12/02/2015 11:42:19 PM,12/02/2015 11:56:59 PM,N,1,-73.95830535888672,40.71728897094727,-73.99636840820312,40.696243286132805,1,4.51,15.5,0.5,0.5,2.0,0.0,,0.3,18.8,1,1.0
2,04/19/2015 09:27:35 PM,04/19/2015 09:36:54 PM,N,1,-73.9552230834961,40.80441665649414,-73.94443511962889,40.81452941894531,1,1.83,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
2,06/08/2015 01:23:01 PM,06/08/2015 02:00:24 PM,N,1,-73.92962646484375,40.75664520263672,-73.78964996337889,40.642890930175774,1,14.79,43.0,0.0,0.5,10.95,0.0,,0.3,54.75,1,1.0
2,07/31/2015 02:42:45 AM,07/31/2015 03:01:32 AM,N,1,-73.8822250366211,40.74788665771485,-73.940185546875,40.82867813110352,2,4.32,15.5,0.5,0.5,0.0,0.0,,0.3,16.8,2,1.0
2,12/21/2015 10:17:46 AM,12/21/2015 10:23:23 AM,N,1,-73.96916961669923,40.68415069580078,-73.9670181274414,40.67543411254882,2,0.92,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
2,02/28/2015 05:53:39 PM,02/28/2015 05:54:30 PM,N,1,-73.93437957763672,40.84973907470703,-73.93578338623048,40.85016632080078,1,0.06,-2.5,0.0,-0.5,0.0,0.0,,0.3,-3.3,3,1.0
2,11/04/2015 03:54:37 PM,11/04/2015 04:01:45 PM,N,1,-73.93246459960938,40.81955337524414,-73.93978118896483,40.811622619628906,1,1.03,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1,1.0
2,12/02/2015 03:40:19 AM,12/02/2015 03:48:09 AM,N,1,-73.95482635498048,40.73338317871094,-73.95703887939453,40.71237564086913,5,1.94,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
1,03/09/2015 07:28:09 PM,03/09/2015 07:58:53 PM,N,1,-73.94667053222656,40.81631851196289,-73.88633728027342,40.85845947265625,1,5.6,22.5,1.0,0.5,1.5,0.0,,0.3,25.8,1,1.0
2,05/31/2015 07:18:01 PM,05/31/2015 07:27:37 PM,N,1,-73.97169494628906,40.692630767822266,-73.991943359375,40.690956115722656,1,1.54,8.0,0.5,0.5,2.0,0.0,,0.3,11.3,1,1.0
2,11/17/2015 09:34:05 PM,11/17/2015 09:44:11 PM,N,1,-73.923095703125,40.75558853149414,-73.91217803955078,40.745723724365234,1,1.71,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0
2,05/23/2015 05:14:05 PM,05/23/2015 05:20:22 PM,N,1,-73.97940063476561,40.6832160949707,-73.97216033935547,40.67084884643555,3,1.35,6.5,0.0,0.5,1.82,0.0,,0.3,9.12,1,1.0
2,12/31/2015 05:27:59 PM,12/31/2015 05:54:02 PM,N,1,-73.92041015625,40.759742736816406,-73.97762298583984,40.763633728027344,1,4.56,19.5,1.0,0.5,0.0,0.0,,0.3,21.3,2,1.0
2,01/28/2015 10:53:46 AM,01/28/2015 11:25:55 AM,N,1,-73.94060516357422,40.81469345092773,-73.98390960693358,40.71723175048828,1,12.14,37.5,0.0,0.5,0.0,5.33,,0.3,43.63,2,1.0
2,08/18/2015 06:38:23 AM,08/18/2015 06:40:39 AM,N,5,-73.93074798583984,40.81465911865234,-73.92192840576173,40.851173400878906,1,2.58,17.0,0.0,0.0,0.0,0.0,,0.0,17.0,1,2.0
1,06/05/2015 08:12:09 PM,06/05/2015 08:23:42 PM,N,1,-73.94489288330078,40.79408264160156,-73.9529800415039,40.809173583984375,1,1.6,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0
2,10/01/2015 08:02:51 AM,10/01/2015 08:25:56 AM,N,1,-73.94216918945312,40.69548034667969,-73.96337127685547,40.7176170349121,5,2.61,15.5,0.0,0.5,3.26,0.0,,0.3,19.56,1,1.0
1,03/16/2015 07:52:28 PM,03/16/2015 08:00:37 PM,N,1,-73.97470855712889,40.6756248474121,-73.95459747314453,40.66134262084961,1,1.8,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
2,06/27/2015 07:54:04 PM,06/27/2015 07:58:05 PM,N,1,-73.930908203125,40.69651412963867,-73.93521118164062,40.696941375732415,1,0.37,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
1,05/15/2015 04:46:07 PM,05/15/2015 04:56:14 PM,N,5,-73.94422149658203,40.79217147827149,-73.95520782470702,40.804317474365234,1,1.4,8.0,0.0,0.0,4.0,0.0,,0.0,12.0,1,2.0
2,01/03/2015 12:01:50 PM,01/03/2015 12:14:36 PM,N,1,-73.95846557617188,40.810012817382805,-73.95608520507811,40.77793884277344,1,2.96,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
2,03/02/2015 02:55:12 PM,03/02/2015 02:55:21 PM,N,1,-73.79071044921875,40.70682144165039,-73.79066467285155,40.706878662109375,1,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,2,1.0
1,06/09/2015 05:57:06 AM,06/09/2015 06:03:35 AM,N,1,-73.90287780761719,40.746776580810554,-73.90093994140625,40.73397445678711,1,1.2,6.5,0.5,0.5,1.95,0.0,,0.3,9.75,1,1.0
2,03/03/2015 07:24:59 AM,03/03/2015 07:51:27 AM,N,1,-73.88282775878906,40.74128341674805,-73.75711822509764,40.753765106201165,1,7.98,25.0,0.0,0.5,0.0,0.0,,0.3,25.8,2,1.0
2,02/26/2015 04:20:11 PM,02/26/2015 04:26:36 PM,N,1,-73.95609283447266,40.71939849853516,-73.95088195800781,40.72899627685546,1,0.99,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
2,01/28/2015 11:18:03 PM,01/28/2015 11:25:24 PM,N,1,-73.94498443603516,40.80854034423828,-73.94293975830078,40.82492065429688,1,1.83,8.0,0.5,0.5,1.7,0.0,,0.3,11.0,1,1.0
2,04/23/2015 10:17:12 PM,04/23/2015 10:19:23 PM,N,1,-73.97515106201173,40.693302154541016,-73.98103332519531,40.68984603881836,1,0.6,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
2,08/15/2015 01:07:15 PM,08/15/2015 01:28:14 PM,N,1,-73.98435974121092,40.69144821166992,-73.97029876708984,40.75612258911133,6,7.17,23.0,0.0,0.5,3.0,0.0,,0.3,26.8,1,1.0
1,08/19/2015 02:54:32 PM,08/19/2015 03:03:43 PM,N,1,-73.94708251953125,40.796630859375,-73.92434692382812,40.81113052368164,1,2.0,9.5,0.0,0.5,2.05,0.0,,0.3,12.35,1,1.0
2,12/09/2015 06:57:58 PM,12/09/2015 07:02:33 PM,N,1,-73.94187927246092,40.812721252441406,-73.94268035888672,40.80588912963867,1,0.51,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
2,11/28/2015 01:56:05 PM,11/28/2015 02:07:09 PM,N,1,-73.98686981201173,40.70241928100586,-73.99185180664062,40.690914154052734,1,1.42,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2,1.0
2,12/11/2015 08:49:48 AM,12/11/2015 09:00:48 AM,N,1,-73.84425354003906,40.721439361572266,-73.81946563720702,40.73416519165039,1,2.28,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
1,01/25/2015 04:03:51 PM,01/25/2015 04:30:46 PM,N,1,-73.91738891601561,40.761112213134766,-73.96085357666014,40.7618522644043,1,3.7,19.5,0.0,0.5,2.0,0.0,,0.3,22.3,1,1.0
2,09/25/2015 08:18:18 PM,09/25/2015 08:32:37 PM,N,1,-73.80715942382812,40.69927978515625,-73.7674560546875,40.7094841003418,1,2.84,12.0,0.5,0.0,0.0,0.0,,0.0,12.5,2,2.0
2,06/30/2015 05:46:58 PM,06/30/2015 06:13:27 PM,N,1,-73.82980346679686,40.759578704833984,-73.86615753173827,40.7215576171875,1,4.91,20.0,1.0,0.5,5.0,0.0,,0.3,26.8,1,1.0
2,07/18/2015 02:24:44 PM,07/18/2015 02:29:46 PM,N,1,-73.92321014404298,40.76099395751953,-73.9148941040039,40.75307846069336,1,0.87,5.5,0.0,0.5,1.0,0.0,,0.3,7.3,1,1.0
1,12/25/2015 07:31:44 PM,12/25/2015 07:40:23 PM,N,1,-73.93904876708984,40.805191040039055,-73.95240783691406,40.77843475341797,1,2.3,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1,1.0
2,11/27/2015 09:29:30 AM,11/27/2015 09:29:40 AM,N,2,-73.9924087524414,40.68920135498047,-73.99285125732422,40.6884880065918,1,0.04,52.0,0.0,0.5,0.0,0.0,,0.3,52.8,2,1.0
2,09/09/2015 11:02:05 PM,09/09/2015 11:20:58 PM,N,1,-73.95018005371094,40.69958114624024,-73.9078369140625,40.66590881347656,5,4.6,17.0,0.5,0.5,0.0,0.0,,0.3,18.3,1,1.0
2,05/22/2015 10:49:43 PM,05/22/2015 10:53:57 PM,N,1,-73.95793914794923,40.72188186645508,-73.94574737548828,40.725494384765625,1,0.78,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,1,1.0
2,10/26/2015 12:28:42 AM,10/26/2015 12:45:14 AM,N,1,-73.94886779785155,40.82832717895508,-73.94267272949217,40.812358856201165,1,2.88,13.5,0.5,0.5,3.7,0.0,,0.3,18.5,1,1.0
2,11/20/2015 07:05:09 PM,11/20/2015 07:26:29 PM,N,1,-73.95226287841797,40.78989028930664,-73.97145080566406,40.75114822387695,5,4.3,17.0,1.0,0.5,3.76,0.0,,0.3,22.56,1,1.0
2,08/13/2015 10:02:39 AM,08/13/2015 10:18:16 AM,N,1,-73.96041107177734,40.67388153076172,-73.98773956298828,40.68810272216797,1,2.05,12.0,0.0,0.5,2.0,0.0,,0.3,14.8,1,1.0
2,06/14/2015 03:51:49 PM,06/14/2015 04:07:07 PM,N,1,-73.956787109375,40.659786224365234,-73.97676849365233,40.68701553344727,1,1.93,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
2,05/13/2015 12:34:02 PM,05/13/2015 12:56:18 PM,N,1,-73.98682403564453,40.70251083374024,-73.87268829345702,40.77426528930664,1,9.78,28.0,0.0,0.5,7.2,0.0,,0.3,36.0,1,1.0
2,01/12/2015 11:18:22 PM,01/12/2015 11:29:12 PM,N,1,-73.93939971923827,40.75007247924805,-73.90889739990233,40.761035919189446,1,2.24,10.0,0.5,0.5,2.1,0.0,,0.3,13.4,1,1.0
2,07/13/2015 12:13:23 AM,07/13/2015 12:36:41 AM,N,1,-73.94185638427734,40.81802749633789,-73.85594177246092,40.87401580810546,1,11.2,33.0,0.5,0.5,3.0,0.0,,0.3,37.3,1,1.0
1,02/11/2015 03:14:54 PM,02/11/2015 03:26:31 PM,N,1,-73.98082733154298,40.6884651184082,-73.9570770263672,40.6881103515625,1,1.6,9.0,0.0,0.5,1.95,0.0,,0.3,11.75,1,1.0
1,09/30/2015 06:30:38 PM,09/30/2015 06:35:06 PM,N,1,-73.92507934570312,40.81208419799805,-73.91207122802734,40.82171630859375,1,1.0,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
2,07/20/2015 10:07:34 PM,07/20/2015 10:12:39 PM,N,1,-73.88468170166014,40.74758529663086,-73.87651824951173,40.7485237121582,1,0.62,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
2,12/06/2015 12:30:44 AM,12/06/2015 12:41:19 AM,N,1,-73.9643325805664,40.807247161865234,-73.94895935058594,40.83004379272461,1,2.75,11.0,0.5,0.5,2.46,0.0,,0.3,14.76,1,1.0
2,09/26/2015 09:57:10 PM,09/26/2015 10:22:47 PM,N,1,-73.99064636230467,40.69133758544922,-73.98609161376953,40.73114013671875,1,3.42,19.0,0.5,0.5,4.0,0.0,,0.3,24.3,1,1.0
2,06/26/2015 09:46:02 PM,06/26/2015 09:51:44 PM,N,1,-73.94253540039062,40.8066291809082,-73.95299530029298,40.80792617797852,1,0.76,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0
2,05/28/2015 01:07:01 PM,05/28/2015 01:09:29 PM,N,1,-73.95128631591797,40.825321197509766,-73.95465850830078,40.82075881958008,1,0.36,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
1,08/11/2015 07:08:57 PM,08/11/2015 07:20:16 PM,N,1,-73.96221160888672,40.80526351928711,-73.9866485595703,40.77025604248047,1,3.0,11.5,1.0,0.5,2.65,0.0,,0.3,15.95,1,1.0
